event_id,source,time_utc,ra,dec,time_error_sec,pos_error_arcsec,energy_flux,event_type,redshift,host_galaxy
E29,GW,2023-12-25 08:01:21,339.2113287675863,-34.25018312005082,290.32324038788454,418.3915509696032,1.8930511777386657e-07,NS_Merger,,
E30,XRay,2023-05-23 03:52:34,158.22290529489547,-57.223658091837386,1.8733726998965166,990.3202722994399,8.688489119117742e-08,NS_Merger,,
E31,XRay,2024-07-01 07:12:47,109.32360197544806,9.525251617756865,208.6532433362044,534.3906866423187,1.5981190955104397e-07,Unknown,,
E32,GW,2024-10-10 03:28:15,236.06380155290532,-14.973625096129382,116.43911526272863,838.2531697201841,2.051502210546374e-08,GRB,,
E33,XRay,2023-10-23 20:00:08,359.7804021260769,89.54959660654998,141.88383108940724,942.5750039085807,3.252670113911163e-08,NS_Merger,,
E34,GammaRay,2023-12-26 01:30:45,275.8071971745727,-74.74150177478985,239.35729511719836,369.89176026447393,2.7827130651128368e-08,NS_Merger,1.21,
E35,XRay,2023-05-29 12:11:12,168.01540976332996,65.70332872577649,11.88004801657422,268.51881009887006,7.610981900903371e-09,GRB,0.868,
E36,GW,2023-01-25 06:00:17,258.5373525932011,24.0017595369941,92.50144039561125,781.6154295260968,8.177112175145867e-09,Supernova,1.761,
E37,Optical,2023-11-26 16:43:56,104.40859515759159,19.60719531948132,231.17976930222517,11.746743775469392,5.344970239894414e-09,Supernova,,
E38,Optical,2024-01-30 08:49:22,59.938416517343235,-7.6918340047648,95.59144402277803,524.8168439755239,9.701299160348101e-08,Supernova,,
E39,GammaRay,2023-10-09 01:40:29,136.92900663066132,-46.03833902710959,61.35140715538447,465.9024344156262,3.293543292848415e-09,NS_Merger,1.577,
E40,GammaRay,2023-06-08 15:31:10,115.04779596259546,1.4186152133768957,190.7593550028287,269.57526969187455,1.0502197728423274e-07,NS_Merger,,
E41,GammaRay,2023-04-02 16:34:23,86.3375504995564,33.48919404936336,91.92474003329384,485.07562520936676,4.4152785122596034e-08,Unknown,0.507,
E42,GW,2024-07-01 06:06:06,179.68147490137702,58.95836946637556,186.438615071777,151.0311691905858,1.2945506486866544e-07,NS_Merger,1.845,
E43,XRay,2024-09-08 21:01:38,193.17957966344886,-63.19536665740138,178.8080438064646,183.21877267151933,1.0049475766511988e-07,GRB,,
E44,Optical,2023-11-14 11:36:50,327.485511171347,7.071563747021671,13.32664035249372,753.4978243417075,4.864570805157944e-08,Supernova,1.236,
E45,GW,2023-10-11 06:32:45,56.33788137185699,-0.9905316724458828,84.36251390555651,841.347484610369,2.013032015996381e-07,Unknown,,
E46,XRay,2024-05-13 10:24:10,219.84738695577087,-4.996047226539474,220.05661910506888,333.2686768084853,1.0444901786533528e-07,NS_Merger,,
E47,GammaRay,2024-09-25 00:20:54,111.80054304181657,53.543737546963655,133.96962031566116,197.11796793290478,8.01577152049962e-08,Unknown,1.861,
E48,Optical,2024-12-06 16:27:53,351.564573956067,14.750301518481635,127.51851204721062,864.9123689784356,5.65017508061022e-08,Unknown,,
E49,GammaRay,2023-04-21 15:15:43,109.8371495885112,28.608195405229168,215.31418659110247,677.2917857889372,7.446986408158267e-08,GRB,1.494,
E50,GammaRay,2024-02-27 18:24:07,213.5459506456622,-60.92552127610459,253.5796669178924,523.3931809241652,3.3427161832441435e-08,Unknown,,
E51,Optical,2024-12-10 09:42:14,250.81825310510717,0.2528528309760958,126.51817019990548,698.8917350958365,4.40361907801465e-08,Unknown,,
E52,GW,2023-03-22 09:44:31,127.79841204624115,-56.5958069206557,239.99070114140667,957.4039348810198,3.070630742708664e-08,GRB,,
E53,Optical,2023-11-23 09:59:54,259.59440467990987,77.35481538871014,221.52251712110797,437.4499298406916,2.4368980886284274e-08,GRB,0.52,
E54,Optical,2024-05-20 00:47:30,135.78862999281804,9.135016182101836,177.0166202644139,327.88416782308985,1.2950847317146236e-09,NS_Merger,,
E55,GW,2023-04-05 08:16:34,308.32687987882275,40.58034069953837,219.48582706197226,7.510699418648992,2.65347243060727e-07,NS_Merger,,
E56,GW,2023-08-02 21:45:51,79.93311628588984,-56.96811257005223,13.630862796781607,611.1261244027594,3.623455127919664e-08,NS_Merger,,
E57,GW,2024-11-08 00:42:31,99.27512100692269,33.652247773530846,236.20393133513906,310.5604944698743,9.482524450706546e-08,Supernova,,
E58,Optical,2023-10-03 17:30:32,320.5676390829621,14.428375254297833,205.61051235387473,427.85930220910603,8.667083671548346e-08,Unknown,,
E59,GammaRay,2023-06-21 01:50:06,243.78330768268032,32.53491168132223,72.22588998326914,383.1059899992119,6.176443218728709e-08,Supernova,1.125,
E60,Optical,2024-10-06 23:38:31,307.41745832590635,-67.5295369852951,65.04935829337346,896.9795589393069,1.4817673645801391e-09,NS_Merger,,
E61,Optical,2023-07-10 09:24:16,151.89774531106724,-30.945160168499093,225.3931727143465,247.92384606454976,5.1889807815053633e-08,Unknown,,
E62,GW,2023-06-03 07:11:02,41.32579335898298,-54.11865768947126,96.12120093833538,256.9762787730901,1.1868133621699504e-08,Supernova,0.431,
E63,XRay,2024-07-15 20:13:56,264.01471081371193,-57.139808825145806,247.82139380985402,498.7694309542818,1.1448145134529437e-07,Supernova,,
E64,Optical,2024-12-15 23:03:31,280.0810130437742,41.44511590377354,244.37460970559013,250.6667375292686,1.0999473403231587e-07,Unknown,,
E65,Optical,2023-07-16 05:08:47,201.7848902968367,-86.82524542557913,113.4440377960901,858.3481188116338,1.6521241628290973e-07,GRB,,
E66,GW,2024-06-10 14:25:51,159.68255511459424,-66.09754555755279,119.72185003924145,457.00955470443176,6.572572473609656e-08,NS_Merger,0.636,
E67,Optical,2024-11-16 02:45:33,13.809579201397302,-60.23971598016071,52.11726717210561,105.6913855440445,4.5529899344974605e-08,Unknown,0.407,
E68,GammaRay,2023-12-23 15:53:42,38.80747467241261,-88.24959000845946,76.28568220783113,608.638698526938,3.5624838581772143e-08,Supernova,,
E69,XRay,2023-10-08 16:02:14,323.4949401110367,80.70467602540495,119.91576656611376,591.7793489534527,4.9597590170538146e-08,GRB,0.601,
E70,GW,2024-03-08 13:58:11,65.72637538390013,-47.85540542068303,107.46829096157322,155.03900847169842,2.2837366210346877e-08,GRB,,
E71,Optical,2024-02-04 19:45:46,189.03381314594293,72.17627643878777,247.5943738386306,172.36266887193008,4.019735662965343e-07,Supernova,,
E72,GammaRay,2023-09-25 23:34:49,271.2075533155318,23.68861084326734,181.2439078551302,390.1167941481745,2.2087008364646387e-08,NS_Merger,0.919,
E73,XRay,2023-03-16 06:03:14,113.75426766337125,-17.733592896106614,295.0245521944602,519.1804923612729,5.8809960733458696e-08,Supernova,,
E74,Optical,2023-04-04 06:20:22,198.6394174341129,-85.29903189659406,74.87700259777269,908.505632093558,3.003208062955014e-08,NS_Merger,,
E75,GW,2024-05-12 15:37:55,174.27663268782052,18.922988750197135,154.68345124398436,656.1588712789188,3.84100866779097e-07,NS_Merger,,
E76,GW,2024-02-07 14:47:17,300.5270184235669,-17.5520955329157,124.17253801983799,654.0570499160883,4.228294884626756e-07,GRB,1.899,
E77,GammaRay,2024-12-24 05:50:39,264.0065321038755,89.61276712171659,176.9735828263441,130.04934297613406,1.658968621092336e-07,Unknown,,
E78,GW,2023-07-28 17:04:12,277.95811858182077,-36.93176649530784,205.93473932889097,162.55207892730326,7.864719599602743e-09,Unknown,0.665,
E79,Optical,2024-09-08 09:32:12,215.6710168230562,22.224222064823223,149.163619208227,9.725250034485567,1.3445475169037359e-08,NS_Merger,,
E80,XRay,2023-10-21 10:34:40,47.96881583876412,-62.35665513435322,297.180550584328,451.94293105957803,1.6277053150014545e-08,Unknown,1.412,
E81,GW,2024-12-25 05:49:41,261.35122091283046,-32.23719964193322,290.11714027580535,456.840216601135,1.467002966386779e-07,GRB,,
E82,Optical,2024-02-13 09:02:34,140.34447171767812,-8.316873146891439,269.0582273385649,249.3928713518389,2.3276022929255752e-08,NS_Merger,,
E83,GW,2023-08-04 03:16:18,318.77475886643936,10.582593004010903,250.61950048819747,961.7790858915446,1.3906157231785876e-09,Unknown,,
E84,GW,2024-03-27 17:52:56,5.6424453978585865,-5.693738325785361,111.72085972157687,871.5864148571753,3.295943629043195e-08,GRB,,
E85,GW,2024-02-09 09:45:56,336.29236150653026,-68.49635398993462,44.287514856793074,496.1836022491841,3.7882232320662536e-08,NS_Merger,,
E86,GammaRay,2023-11-07 11:43:42,94.83634064788217,-31.41506563206721,50.82315114415712,871.1494271053185,2.4475242022956055e-08,Unknown,,
E87,XRay,2024-09-24 03:10:56,115.4936487256842,12.181472533362381,45.909367620105144,822.1771194116935,8.608816112054851e-08,Unknown,,
E88,GammaRay,2023-11-30 12:20:20,84.59218017199379,18.700644188383563,232.72007423309952,668.2799886721283,8.753668203319236e-08,NS_Merger,,
E89,Optical,2023-12-11 11:05:58,188.22514712411532,31.98212647903341,272.9056922171677,815.5100919246945,1.9834730944276723e-07,Unknown,,
E90,GW,2023-11-09 19:03:59,282.24775015451655,-55.37173636624678,234.48504716880035,857.832277414387,1.3045335103918688e-07,GRB,,
E91,GW,2023-01-26 20:11:05,263.18936137809254,-43.590569961556525,265.1217027355293,207.49512453443222,9.018410422820484e-08,GRB,0.942,
E92,GammaRay,2024-10-09 16:41:05,41.832389569283265,-21.322883803486178,58.32782072371451,124.70168597927136,1.2162104064464934e-07,Supernova,,
E93,XRay,2024-01-11 18:39:20,101.97939696182962,-45.68126492148264,214.12798227856197,679.388802953666,4.6089381773668746e-08,Supernova,,
E94,XRay,2023-11-14 04:16:33,243.90262438598091,83.65617821844808,266.65019354388875,1.8178277965836305,3.068110350220963e-08,GRB,,
E95,GW,2024-09-15 12:10:12,86.42985094012123,-28.38098274327521,257.5772529152967,93.25259886854211,1.1572272976424454e-07,NS_Merger,1.267,
E96,Optical,2023-02-18 16:07:13,266.9483594603085,-34.344646921613496,63.36901169511293,252.6190033588356,1.3593091719231536e-08,Supernova,,
E97,GammaRay,2023-05-02 00:17:39,82.39229067095762,-17.952142791226805,75.4256083786662,704.3666273986813,4.6996821196938654e-08,GRB,,
E98,GW,2023-06-14 09:04:53,33.59425998913008,-35.742631369146345,57.90627928606127,323.9585405572205,2.6494198211193904e-07,Supernova,,
E99,XRay,2024-09-26 10:32:33,160.32892054563587,65.71139271775178,241.63555214066238,274.2688097875844,8.682541316143638e-08,Unknown,,
E100,XRay,2024-11-04 06:37:04,122.92344008507268,-49.726976496876226,213.1295056255753,982.5032207935391,8.197347844902988e-08,Unknown,,
E101,GW,2024-10-28 01:28:31,20.153912720606147,68.10941026479611,240.04209382348742,104.05896222989426,2.1993708423668608e-07,Unknown,0.766,
E102,XRay,2023-06-27 01:34:10,262.94226975911204,89.30329516420917,173.831786952315,340.1071397275429,3.6486702926683108e-09,NS_Merger,,
E103,GammaRay,2024-03-13 14:52:10,100.14641205594701,-15.477537750073566,31.26142988146804,903.9964713189461,1.6170893782272378e-07,Unknown,,
E104,Optical,2023-08-03 10:30:07,223.25988030635176,64.51378432446754,298.5953683245919,570.7601699924192,2.8736965524667457e-08,Supernova,0.1,
E105,Optical,2023-09-01 16:31:23,284.53794422526244,-29.187476258271765,158.1432026129973,344.21643774242534,1.9872903171434612e-07,NS_Merger,,
E106,GammaRay,2023-06-10 08:54:31,10.346231056325067,-58.57697957829221,169.91853861535427,56.01422096921624,5.301027718845113e-08,GRB,,
E107,GW,2023-08-07 13:58:36,345.1418415423336,-13.775172114630877,8.149617108489489,97.10667100351525,1.4312226035567876e-07,Supernova,,
E108,GW,2024-10-09 11:13:15,171.39811444610916,32.918653905368004,70.29041526257863,302.5475979350925,9.56688830393499e-09,Supernova,,
E109,XRay,2023-12-27 11:13:28,347.9831219570191,9.078317787094718,267.2654941192399,735.630458831157,3.741034160371066e-09,Unknown,,
E110,GW,2023-02-07 11:17:17,190.24984482235507,67.07262335166564,23.75585924772887,503.4507162125563,1.5083986924612874e-08,Supernova,,
E111,GW,2024-09-25 21:31:47,62.09604109182695,-1.7066147228613033,287.97578209384886,328.2242625933511,2.731025654452614e-07,GRB,,
E112,XRay,2023-05-10 07:58:39,107.83744894349613,-51.53289080304626,175.80718854356263,420.97758146498353,6.740640574958639e-08,Unknown,0.515,
E113,XRay,2024-10-20 02:34:06,136.48438445634065,-36.35178379595687,185.77893915910437,873.3887509503279,6.082859033925402e-08,Unknown,,
E114,XRay,2024-09-28 12:43:31,206.11846327864902,-46.70519551264152,70.78294223380928,940.2254868146479,1.1432076058028742e-08,Supernova,,
E115,XRay,2023-12-18 15:41:20,130.81887738595248,16.300969441708574,64.76012907400673,525.5668537363733,5.919238930602951e-08,GRB,0.447,
E116,GammaRay,2024-08-15 21:32:03,243.9174971527259,52.38814675201036,118.38417507936083,820.8145471495145,2.2867884761394682e-07,Supernova,0.824,
E117,GammaRay,2023-10-12 10:06:30,4.328496119720042,64.10073195074835,206.8072836254817,786.3231260261324,4.388399324935365e-09,Unknown,,
E118,Optical,2023-08-18 08:33:38,275.4639432232432,32.393282155110455,98.03397209159228,355.4239183400752,5.835897238878297e-09,Unknown,,
E119,GW,2023-01-08 23:55:19,162.2462657494097,70.6178318386967,140.0146044353636,683.1581662499818,7.016755991720469e-08,GRB,0.185,
E120,XRay,2024-06-26 20:29:00,354.7084841484113,-12.581107010577185,231.80259759675303,606.1110074847812,2.2600377707128606e-07,NS_Merger,,
E121,GammaRay,2024-07-26 12:10:26,26.024590131406885,-9.035755549634658,132.58065475826206,503.73666526144933,2.5820274088058052e-08,Supernova,0.132,
E122,Optical,2024-03-15 01:41:41,234.7262173294008,12.877324976589705,150.85457009374045,28.410272828949786,8.570499435049812e-08,Supernova,1.765,
E123,GammaRay,2023-02-22 16:08:07,254.28645340842317,-15.458375155956034,105.08079917880438,797.9932400420431,6.088905046202548e-08,NS_Merger,1.145,
E124,Optical,2023-09-23 12:27:22,115.06941250750907,56.021441252643655,34.92490129176118,304.6374779674042,4.4670935108997866e-08,Supernova,,
E125,GW,2024-05-10 04:04:33,220.67586892502715,-29.649396463459894,194.17858468516127,842.6869827725588,6.315613484372127e-08,GRB,,
E126,GammaRay,2023-02-19 23:00:59,213.69378153235047,-44.74125148070574,197.8554966211331,317.68963279031425,1.217466208198343e-07,GRB,1.965,
E127,XRay,2023-10-02 16:11:41,358.6123719653822,24.38523574856727,78.7855815706387,566.1897348025879,2.1621785558385532e-07,Supernova,,
E128,GammaRay,2023-04-24 04:22:38,235.56508680926208,-59.38416192863566,291.72219599359806,140.07592754187277,9.254192588277204e-08,GRB,,
E129,GammaRay,2023-02-02 09:03:01,313.01924722913304,-6.401019870996933,83.27930474275203,325.7831869549807,6.671124860252612e-08,GRB,,
E130,Optical,2024-07-30 16:12:25,310.49832684682235,43.444963171028206,116.00733850023711,619.3917553094881,2.4429910769441704e-08,Supernova,,
E131,XRay,2023-12-13 22:28:19,338.46030990248715,-69.94499090941592,290.60475854227786,200.0453058413693,1.2025643525750776e-07,GRB,1.068,
E132,GW,2024-01-02 23:42:47,111.0725992169206,76.91685091201106,57.550836824017075,903.7478450343347,7.343428243291381e-08,GRB,1.256,
E133,XRay,2024-01-07 19:22:05,345.86894945349474,70.05702127510773,259.426999244655,964.4337150897738,6.237035497850023e-08,NS_Merger,,
E134,Optical,2024-04-03 09:07:37,82.41962385586523,-32.15754271815012,147.7570043762384,704.211978622813,1.6631314955379482e-08,Unknown,1.42,
E135,GW,2023-02-12 07:36:36,287.3077267469215,63.82000054421309,65.5343035886555,472.8225837113026,2.608340277733047e-07,GRB,,
E136,GammaRay,2023-06-02 12:32:00,331.81769021892256,-1.3925923554106845,127.72101071114339,322.39622949795495,7.037342542905198e-08,GRB,,
E137,Optical,2023-05-25 11:48:35,88.6143126966702,-72.57485675948524,185.41157268116285,837.5531442346671,2.425358133605801e-08,Unknown,,
E138,XRay,2024-07-03 21:27:51,331.56572500689043,72.82589241838062,74.65257747164786,789.8267326623875,9.611055675161426e-08,Supernova,0.545,
E139,XRay,2023-10-06 06:20:57,58.87641209969339,18.130710446421645,216.72272714731272,347.0415687769398,2.041010940574383e-08,Unknown,,
E140,GW,2023-10-23 21:28:20,154.93950063986082,65.93216188959158,274.2000898126335,583.5432777391411,1.0255345677356425e-08,GRB,1.085,
E141,GW,2023-02-26 23:27:08,169.8502689752511,51.66188373971298,224.91555861152077,657.6258739427325,4.6213689205735715e-09,GRB,,
E142,GW,2024-09-03 13:29:20,185.988649164779,-23.15464475608968,126.08159147633046,619.296366227557,1.0877070349290889e-07,Supernova,,
E143,XRay,2023-06-29 04:56:38,347.2432325449696,-23.896793662781306,19.565566951265243,351.7534106154181,1.0222458717834299e-07,NS_Merger,,
E144,GW,2024-10-16 03:21:25,10.04987063462536,79.82225464062694,117.04407803990672,807.155210722517,3.632534300385464e-08,NS_Merger,,
E145,GammaRay,2024-11-26 16:12:51,351.49708047398394,-50.75186592890423,129.12089478361005,940.6417084729859,3.3457364996124185e-09,GRB,1.362,
E146,XRay,2023-06-10 19:37:29,107.57136910489082,63.83057606945442,111.26308902158597,319.249037915508,6.941245228147335e-08,Unknown,,
E147,XRay,2024-10-10 18:30:42,152.91490350965125,-58.0190200760309,159.03454187233442,625.216197032697,2.7085060124433478e-08,Unknown,,
E148,XRay,2024-09-25 05:44:41,315.7448223299479,33.00998381832241,243.68143555577726,455.0519154435842,4.1790464608863604e-07,Supernova,,
E149,GammaRay,2023-07-19 18:14:02,44.724036553761366,21.12269678107093,55.382133636262765,728.8006930871417,1.9105090507386387e-08,Supernova,,
E150,GammaRay,2024-11-26 15:45:11,217.50694403891356,-65.60536758558656,151.30399492856623,771.8449399272139,9.302010196971199e-08,GRB,,
E151,GammaRay,2024-04-13 12:38:32,213.5180288691066,-78.51094590736916,54.34473800655442,403.55950295506403,5.05112471394038e-08,Unknown,,
E152,GW,2024-05-20 08:09:11,178.01965389112345,11.84081522853495,85.3655343740433,857.0647057739916,8.11653050103292e-09,GRB,,
E153,GW,2024-09-13 13:36:43,93.16918687610197,14.447747010409913,176.74568212892925,352.97026950485554,1.3687379634797777e-08,NS_Merger,,
E154,XRay,2024-11-14 23:54:07,255.52408806758316,-60.80964765028399,253.8995263171311,246.45683209046882,1.202468405749432e-07,Supernova,,
E155,GW,2023-11-16 20:22:17,137.15499126766778,-84.57714362709025,254.36458726893372,66.11189877646004,4.3760373642196756e-08,Supernova,0.804,
E156,Optical,2023-07-05 15:17:08,281.6592134335074,-70.2349215929577,102.31618185491541,402.3276711607032,1.1925869869983393e-07,Supernova,,
E157,XRay,2023-07-06 22:20:07,231.37840425140973,40.48293652905869,76.71648330831854,187.92003056206067,9.303199441387242e-08,GRB,,
E158,GW,2023-01-19 02:39:32,133.58749695821191,-15.902401669489237,91.45246616999752,63.0170300698148,1.637804945370911e-08,GRB,,
E159,Optical,2024-09-23 20:46:25,271.4760520023723,-52.57485089402923,277.6148143982917,559.0761107898328,3.384470968601831e-09,GRB,,
E160,Optical,2023-09-11 00:15:09,214.02541371768623,72.96308641215398,210.63776015221742,379.2214619599843,1.1291327256324947e-07,Supernova,,
E161,GammaRay,2024-07-17 13:42:12,173.17887676391362,67.16448375923363,86.63623488250455,892.9831106729572,1.0084243333856932e-08,Supernova,,
E162,XRay,2024-03-21 22:24:41,134.9390230452286,-60.01207774395388,68.40749725442703,321.7486556475195,3.056920636632769e-08,NS_Merger,,
E163,GammaRay,2024-06-10 15:02:12,21.105631212975624,67.48845070935823,138.12155612027442,267.51623306893646,7.552617038818323e-08,NS_Merger,,
E164,GammaRay,2024-05-17 01:51:27,44.94287541915654,-30.296891217419194,49.473649717242544,920.1683708266562,5.251042646986207e-08,Supernova,,
E165,GammaRay,2024-11-07 15:14:12,251.2625007599412,46.12298030462051,179.26853003069505,182.64435393498312,3.261416302672986e-08,Supernova,,
E166,Optical,2023-05-24 05:44:04,162.0204149059952,-78.67709090863941,105.0060726230894,502.4666267473698,1.2940786788132454e-08,Unknown,1.921,
E167,GW,2024-04-14 03:22:00,117.40264246891454,-58.191319810818335,174.46046977502584,380.00662170371874,5.549368982048141e-08,Supernova,,
E168,GammaRay,2024-09-10 09:54:59,162.22058378012076,-72.42415111348409,114.79467205951856,50.64001128149369,6.273611488565284e-08,NS_Merger,,
E169,GW,2024-07-03 00:48:38,200.18209336191515,-79.32864595581938,86.06034226988072,741.5024036963239,1.9443821630157565e-07,Supernova,,
E170,GW,2023-01-12 23:31:44,163.96648628869875,-29.277303521126186,178.4242289864419,589.4352434681748,1.4352008528807171e-08,Unknown,1.217,
E171,GammaRay,2024-09-20 18:35:39,318.09176787124096,-15.698425248011802,43.63430636716744,198.707881547504,4.9557694357806504e-08,Unknown,,
E172,XRay,2023-10-29 21:52:26,220.00066137040997,-31.525230761152876,210.43404568438734,577.3988583956946,4.334746382742292e-07,NS_Merger,0.258,
E173,Optical,2024-03-17 18:56:07,3.007849453499256,-15.512377052939897,172.96135897532963,705.0154736056866,9.221738488352366e-08,GRB,,
E174,GammaRay,2023-05-01 20:24:44,104.38051599592958,52.117633351871405,145.7105960166321,922.47191277494,8.734039400830268e-09,GRB,,
E175,XRay,2023-03-23 04:06:17,138.24126603148778,-43.716039108230014,50.747058268869175,581.3263591267175,3.236738328881381e-08,NS_Merger,0.021,
E176,GW,2023-12-24 18:32:00,29.75275319254748,-7.294282060384106,151.67798866405434,363.2576603563004,2.3829515707496584e-08,Unknown,,
E177,GammaRay,2023-10-02 19:10:42,288.3131732203057,-61.582596816559914,189.5550951763394,217.6636256822126,2.280851506312012e-08,NS_Merger,,
E178,Optical,2023-10-06 08:26:02,314.1900026855141,-20.4471388042393,183.740018852182,557.5344836398266,1.1175972990883014e-07,Unknown,,
E179,XRay,2024-03-21 11:54:36,214.78481079220668,15.78323537463018,293.1952211129586,345.66474819796287,1.2224816604640832e-07,NS_Merger,,
E180,Optical,2024-07-11 17:33:54,286.2051269422821,-79.0832412928392,196.17236132785288,840.3340351947925,6.897480244882832e-08,NS_Merger,,
E181,Optical,2024-11-01 13:12:01,195.76774532480005,17.625714858518464,116.61743746906755,429.3350305884072,6.880082303299282e-08,Supernova,,
E182,GW,2024-10-12 05:26:45,134.15950152279427,-8.914459414503924,37.01267413974678,68.60577241666897,2.3492556142268714e-07,Supernova,1.801,
E183,GW,2024-06-01 03:18:05,66.58735892041237,78.67108255040475,35.99883491959919,275.7660514704257,1.869502277700418e-08,GRB,,
E184,XRay,2023-05-25 15:45:04,229.50703198436838,7.043019688476932,117.60020029723366,145.19170050795805,4.0809809814372946e-08,Unknown,,
E185,GammaRay,2023-04-24 05:28:03,259.921117950042,-59.724480339083165,66.29154249026459,937.413994853448,4.608836576196883e-08,NS_Merger,,
E186,XRay,2024-04-06 07:09:29,262.94236852055394,-52.156988045261784,82.61727761430281,915.4890415734658,4.751153592398416e-08,Supernova,,
E187,GammaRay,2024-12-09 22:10:10,143.39929538083462,77.3305645399048,78.23961471862296,708.0754550874501,6.930221615874869e-08,NS_Merger,,
E188,Optical,2023-02-09 05:14:22,120.0326542475777,69.35685846082743,240.9732335446807,277.1903244352317,6.40482637975564e-08,Unknown,0.363,
E189,GammaRay,2024-10-30 01:40:55,84.05944396945873,-44.36018120322207,127.8285954300781,787.1945883575913,1.6879813614221322e-07,GRB,,
E190,GW,2024-03-11 08:12:21,357.74467416894714,61.92398939499452,280.0464645480708,326.8067796371199,4.7287247662120153e-07,Unknown,,
E191,GammaRay,2023-03-25 14:37:29,79.6806226272339,66.08875003895815,85.43539604795195,646.115911659542,1.9713743460422084e-08,Supernova,,
